<key1>ADI</key1><ls>Dha1tup._xxiv_,_68<wsid>24.68</wsid></ls><L>24187</L>
<key1>mokz</key1><ls>Dha1tup._xxxiii_,_57<wsid>33.57</wsid></ls><L>168318</L>
<key1>mnA</key1><ls>Dha1tup._xxii_,_31<wsid>22.31</wsid></ls><L>168870</L>
<key1>mrakz</key1><ls>Dha1tup._xvii_,_12<wsid>17.12</wsid></ls><L>168873</L>
<key1>mrakz</key1><ls>Dha1tup._xxxii_,_119<wsid>32.119</wsid></ls><L>168873</L>
<key1>mruc</key1><ls>Dha1tup._vii_,_13<wsid>7.13</wsid></ls><L>168891</L>
<key1>mruYc</key1><ls>Dha1tup._vii_,_11<wsid>7.11</wsid></ls><L>168894</L>
<key1>mreq</key1><ls>Dha1tup._ix_,_4<wsid>9.4</wsid></ls><L>168896</L>
<key1>mlakz</key1><ls>Dha1tup._xxxii_,_119<wsid>32.119</wsid></ls><L>168898</L>
<key1>mluc</key1><ls>Dha1tup._vii_,_54<wsid>7.54</wsid></ls><L>168901</L>
<key1>mluYc</key1><ls>Dha1tup._vii_,_12<wsid>7.12</wsid></ls><L>168903</L>
<key1>mleC</key1><ls>Dha1tup._vii_,_25<wsid>7.25</wsid></ls><L>168905</L>
<key1>mleC</key1><ls>Dha1tup._xxxii_,_120.<wsid>32.120</wsid></ls><L>168905</L>
<key1>mlew</key1><ls>Dha1tup._ix_,_3<wsid>9.3</wsid></ls><L>168936</L>
<key1>mlev</key1><ls>Dha1tup._xiv_,_33.<wsid>14.33</wsid></ls><L>168937</L>
<key1>mlE</key1><ls>Dha1tup._xxii_,_8<wsid>22.8</wsid></ls><L>168938</L>
<key1>yakz</key1><ls>Dha1tup._xxxiii_,_19.<wsid>33.19</wsid></ls><L>169014</L>
<key1>yaj</key1><ls>Dha1tup._xxiii_,_33<wsid>23.33</wsid></ls><L>169114</L>
<key1>yat</key1><ls>Dha1tup._ii_,_29<wsid>2.29</wsid></ls><L>169552</L>
<key1>yat</key1><ls>Dha1tup._xxxiii_,_62<wsid>33.62</wsid></ls><L>169552</L>
<key1>yantr</key1><ls>Dha1tup._xxxii_,_3<wsid>32.3</wsid></ls><L>170247</L>
<key1>yaB</key1><ls>Dha1tup._xxiii_,_11<wsid>23.11</wsid></ls><L>170253</L>
<key1>yam</key1><ls>Dha1tup._xxiii_,_15<wsid>23.15</wsid></ls><L>170258</L>
<key1>yas</key1><ls>Dha1tup._xxvi_,_101<wsid>26.101</wsid></ls><L>171002</L>
<key1>yA</key1><ls>Dha1tup._xxiv_,_41<wsid>24.41</wsid></ls><L>171018</L>
<key1>yAc</key1><ls>Dha1tup._xxi_,_3<wsid>21.3</wsid></ls><L>171236</L>
<key1>yu</key1><ls>Dha1tup._xxiv_,_23<wsid>24.23</wsid></ls><L>171694</L>
<key1>yu</key1><ls>Dha1tup._xxxi_,_9<wsid>31.9</wsid></ls><L>171694</L>
<key1>yuNg</key1><ls>Dha1tup._v_,_50.<wsid>5.50</wsid></ls><L>171727</L>
<key1>yuC</key1><ls>Dha1tup._vii_,_35<wsid>7.35</wsid></ls><L>171730</L>
<key1>yuj</key1><ls>Dha1tup._xxix_,_7<wsid>29.7</wsid></ls><L>171731</L>
<key1>yuj</key1><ls>Dha1tup._xxxiii_,_36<wsid>33.36</wsid></ls><L>171731</L>
<key1>yut</key1><ls>Dha1tup._ii_,_30.<wsid>2.30</wsid></ls><L>172009</L>
<key1>yuD</key1><ls>Dha1tup._xxvi_,_64<wsid>26.64</wsid></ls><L>172012</L>
<key1>yup</key1><ls>Dha1tup._xxvi_,_124<wsid>26.124</wsid></ls><L>172139</L>
<key1>yUz</key1><ls>Dha1tup._xvii_,_29.<wsid>17.29</wsid></ls><L>172309</L>
<key1>yez</key1><ls>Dha1tup._xvi_,_14<wsid>16.14</wsid></ls><L>172319</L>
<key1>yOw</key1><ls>Dha1tup._ix_,_2<wsid>9.2</wsid></ls><L>172935</L>
<key1>raMh</key1><ls>Dha1tup._xvii_,_83<wsid>17.83</wsid></ls><L>173028</L>
<key1>raMh</key1><ls>Dha1tup._xxxiii_,_123<wsid>33.123</wsid></ls><L>173028</L>
<key1>rak</key1><ls>Dha1tup._xxxiii_,_63<wsid>33.63</wsid></ls><L>173043</L>
<key1>rakz</key1><ls>Dha1tup._xvii_,_6<wsid>17.6</wsid></ls><L>173050</L>
<key1>raK</key1><ls>Dha1tup._v_,_22.<wsid>5.22</wsid></ls><L>173179</L>
<key1>rag</key1><ls>Dha1tup._xix_,_23<wsid>19.23</wsid></ls><L>173180</L>
<key1>rag</key1><ls>Dha1tup._xxxiii_,_63.<wsid>33.63</wsid></ls><L>173180</L>
<key1>raNK</key1><ls>Dha1tup._v_,_23.<wsid>5.23</wsid></ls><L>173260</L>
<key1>raNg</key1><ls>Dha1tup._v_,_36<wsid>5.36</wsid></ls><L>173261</L>
<key1>raNG</key1><ls>Dha1tup._iv_,_33<wsid>4.33</wsid></ls><L>173263</L>
<key1>raNG</key1><ls>Dha1tup._xxxiii_,_120<wsid>33.120</wsid></ls><L>173263</L>
<key1>rac</key1><ls>Dha1tup._xxxv_,_12<wsid>35.12</wsid></ls><L>173266</L>
<key1>raw</key1><ls>Dha1tup._ix_,_10<wsid>9.10</wsid></ls><L>174063</L>
<key1>raW</key1><ls>Dha1tup._ix_,_50.<wsid>9.50</wsid></ls><L>174071</L>
<key1>raR</key1><ls>Dha1tup._xiii_,_2<wsid>13.2</wsid></ls><L>174197</L>
<key1>raRv</key1><ls>Dha1tup._xv_,_87.<wsid>15.87</wsid></ls><L>174222</L>
<key1>rad</key1><ls>Dha1tup._iii_,_16<wsid>3.16</wsid></ls><L>174789</L>
<key1>raD</key1><ls>Dha1tup._xxvi_,_84<wsid>26.84</wsid></ls><L>174809</L>
<key1>rap</key1><ls>Dha1tup._xi_,_7<wsid>11.7</wsid></ls><L>174860</L>
<key1>raP</key1><ls>Dha1tup._xi_,_19<wsid>11.19</wsid></ls><L>174867</L>
<key1>raB</key1><ls>Dha1tup._xxiii_,_5<wsid>23.5</wsid></ls><L>174870</L>
<key1>ram</key1><ls>Dha1tup._xx_,_23<wsid>20.23</wsid></ls><L>174928</L>
<key1>ramP</key1><ls>Dha1tup._xi_,_20<wsid>11.20</wsid></ls><L>175238</L>
<key1>ramb</key1><ls>Dha1tup._x_,_14<wsid>10.14</wsid></ls><L>175240</L>
<key1>ramB</key1><ls>Dha1tup._x_,_24<wsid>10.24</wsid></ls><L>175244</L>
<key1>ray</key1><ls>Dha1tup._xiv_,_10.<wsid>14.10</wsid></ls><L>175250</L>
<key1>rarP</key1><ls>Dha1tup._xi_,_18<wsid>11.18</wsid></ls><L>175297</L>
<key1>ras</key1><ls>Dha1tup._xvii_,_63<wsid>17.63</wsid></ls><L>175478</L>
<key1>ras</key1><ls>Dha1tup._xxxv._77<wsid>nil.77</wsid></ls><L>175485</L>
<key1>rah</key1><ls>Dha1tup._xvii_,_82<wsid>17.82</wsid></ls><L>175925</L>
<key1>rA</key1><ls>Dha1tup._xxiv_,_49<wsid>24.49</wsid></ls><L>176008</L>
<key1>rAK</key1><ls>Dha1tup._v_,_8.<wsid>5.8</wsid></ls><L>176087</L>
<key1>rAG</key1><ls>Dha1tup._iv_,_38.<wsid>4.38</wsid></ls><L>176194</L>
<key1>rAj</key1><ls>Dha1tup._xix_,_74<wsid>19.74</wsid></ls><L>176246</L>
<key1>rAD</key1><ls>Dha1tup._xvii_,_16<wsid>17.16</wsid></ls><L>177153</L>
<key1>rAs</key1><ls>Dha1tup._xvi_,_25<wsid>16.25</wsid></ls><L>177844</L>
<key1>riK</key1><ls>Dha1tup._v_,_33<wsid>5.33</wsid></ls><L>177953</L>
<key1>riNK</key1><ls>Dha1tup._v_,_33<wsid>5.33</wsid></ls><L>177954</L>
<key1>riNg</key1><ls>Dha1tup._v_,_47<wsid>5.47</wsid></ls><L>177968</L>
<key1>ric</key1><ls>Dha1tup._xxix_,_4<wsid>29.4</wsid></ls><L>177975</L>
<key1>ric</key1><ls>Dha1tup._xxxiv_,_10<wsid>34.10</wsid></ls><L>177975</L>
<key1>ric</key1><ls>Dha1tup._xxxiv_,_10<wsid>34.10</wsid></ls><L>177975</L>
<key1>rij</key1><ls>Dha1tup._vi_,_19<wsid>6.19</wsid></ls><L>178029</L>
<key1>riRv</key1><ls>Dha1tup._xv_,_86<wsid>15.86</wsid></ls><L>178034</L>
<key1>riP</key1><ls>Dha1tup._xxviii_,_23<wsid>28.23</wsid></ls><L>178088</L>
<key1>riB</key1><ls>Dha1tup._x_,_22<wsid>10.22</wsid></ls><L>178103</L>
<key1>rimP</key1><ls>Dha1tup._xxviii_,_30.<wsid>28.30</wsid></ls><L>178117</L>
<key1>riS</key1><ls>Dha1tup._xxviii_,_126<wsid>28.126</wsid></ls><L>178131</L>
<key1>rih</key1><ls>Dha1tup._xxviii_,_23<wsid>28.23</wsid></ls><L>178173</L>
<key1>rI</key1><ls>Dha1tup._xxxi_,_30<wsid>31.30</wsid></ls><L>178179</L>
<key1>rI</key1><ls>Dha1tup._xxvi_,_29<wsid>26.29</wsid></ls><L>178179</L>
<key1>rI</key1><ls>Dha1tup._xxviii_,_111<wsid>28.111</wsid></ls><L>178179</L>
<key1>rIv</key1><ls>Dha1tup._xxi_,_15<wsid>21.15</wsid></ls><L>178212</L>
<key1>ru</key1><ls>Dha1tup._xxiv_,_24<wsid>24.24</wsid></ls><L>178213</L>
<key1>ru</key1><ls>Dha1tup._xxii_,_63<wsid>22.63</wsid></ls><L>178231</L>
<key1>ruMS</key1><ls>Dha1tup._xxxiii_,_115.<wsid>33.115</wsid></ls><L>178234</L>
<key1>ruc</key1><ls>Dha1tup._xviii_,_5<wsid>18.5</wsid></ls><L>178244</L>
<key1>ruj</key1><ls>Dha1tup._xxviii_,_123<wsid>28.123</wsid></ls><L>178446</L>
<key1>ruj</key1><ls>Dha1tup._xxxiii_,_129<wsid>33.129</wsid></ls><L>178446</L>
<key1>ruw</key1><ls>Dha1tup._xviii_,_7<wsid>18.7</wsid></ls><L>178488</L>
<key1>ruW</key1><ls>Dha1tup._ix_,_51<wsid>9.51</wsid></ls><L>178489</L>
<key1>ruRw</key1><ls>Dha1tup._ix_,_41<wsid>9.41</wsid></ls><L>178492</L>
<key1>ruRW</key1><ls>Dha1tup._ix_,_61<wsid>9.61</wsid></ls><L>178493</L>
<key1>rud</key1><ls>Dha1tup._xxiv_,_59<wsid>24.59</wsid></ls><L>178506</L>
<key1>ruD</key1><ls>Dha1tup._xxix_,_1<wsid>29.1</wsid></ls><L>178755</L>
<key1>rup</key1><ls>Dha1tup._xxvi_,_125<wsid>26.125</wsid></ls><L>178856</L>
<key1>ruS</key1><ls>Dha1tup._xxviii_,_126<wsid>28.126</wsid></ls><L>178902</L>
<key1>ruz</key1><ls>Dha1tup._xxxii_,_131<wsid>32.131</wsid></ls><L>178916</L>
<key1>rUkz</key1><ls>Dha1tup._xxxv_,_56<wsid>35.56</wsid></ls><L>179012</L>
<key1>rUp</key1><ls>Dha1tup._xxxv_,_79<wsid>35.79</wsid></ls><L>179061</L>
<key1>rUz</key1><ls>Dha1tup._xvii_,_27<wsid>17.27</wsid></ls><L>179276</L>
<key1>rUz</key1><ls>Dha1tup._xxxv_,_84<wsid>35.84</wsid></ls><L>179276</L>
<key1>rek</key1><ls>Dha1tup._iv_,_6.<wsid>4.6</wsid></ls><L>179292</L>
<key1>rej</key1><ls>Dha1tup._vi_,_23<wsid>6.23</wsid></ls><L>179363</L>
<key1>rew</key1><ls>Dha1tup._xxi_,_4<wsid>21.4</wsid></ls><L>179367</L>
<key1>rep</key1><ls>Dha1tup._x_,_10.<wsid>10.10</wsid></ls><L>179467</L>
<key1>rez</key1><ls>Dha1tup._xvi_,_19<wsid>16.19</wsid></ls><L>179514</L>
<key1>rE</key1><ls>Dha1tup._xxii_,_23<wsid>22.23</wsid></ls><L>179533</L>
<key1>roq</key1><ls>Dha1tup._ix_,_73<wsid>9.73</wsid></ls><L>179805</L>
<key1>rOw</key1><ls>Dha1tup._ix_,_72.<wsid>9.72</wsid></ls><L>180194</L>
<key1>lak</key1><ls>Dha1tup._xxxiii_,_63<wsid>33.63</wsid></ls><L>180316</L>
<key1>laK</key1><ls>Dha1tup._v_,_24.<wsid>5.24</wsid></ls><L>180702</L>
<key1>lag</key1><ls>Dha1tup._xix_,_24<wsid>19.24</wsid></ls><L>180704</L>
<key1>lag</key1><ls>Dha1tup._xxxiii_,_63<wsid>33.63</wsid></ls><L>180704</L>
<key1>laNK</key1><ls>Dha1tup._v_,_25.<wsid>5.25</wsid></ls><L>181104</L>
<key1>laNg</key1><ls>Dha1tup._v_,_37<wsid>5.37</wsid></ls><L>181106</L>
<key1>laC</key1><ls>Dha1tup._vii_,_26.<wsid>7.26</wsid></ls><L>181150</L>
<key1>laj</key1><ls>Dha1tup._xxviii_,_10.<wsid>28.10</wsid></ls><L>181152</L>
<key1>laj</key1><ls>Dha1tup._vii_,_64.<wsid>7.64</wsid></ls><L>181154</L>
<key1>laj</key1><ls>Dha1tup._xxxv_,_66.<wsid>35.66</wsid></ls><L>181155</L>
<key1>lajj</key1><ls>Dha1tup._xxviii_,_10<wsid>28.10</wsid></ls><L>181156</L>
<key1>laYj</key1><ls>Dha1tup._vii_,_65.<wsid>7.65</wsid></ls><L>181192</L>
<key1>laYj</key1><ls>Dha1tup._xxxii_,_30<wsid>32.30</wsid></ls><L>181193</L>
<key1>law</key1><ls>Dha1tup._ix_,_11.<wsid>9.11</wsid></ls><L>181202</L>
<key1>laq</key1><ls>Dha1tup._ix_,_76<wsid>9.76</wsid></ls><L>181234</L>
<key1>laq</key1><ls>Dha1tup._xix_,_53<wsid>19.53</wsid></ls><L>181234</L>
<key1>lap</key1><ls>Dha1tup._x_,_8<wsid>10.8</wsid></ls><L>181338</L>
<key1>laB</key1><ls>Dha1tup._xxiii_,_6<wsid>23.6</wsid></ls><L>181359</L>
<key1>lamb</key1><ls>Dha1tup._x_,_15<wsid>10.15</wsid></ls><L>181488</L>
<key1>lamb</key1><ls>Dha1tup._x_,_15.<wsid>10.15</wsid></ls><L>181580</L>
<key1>lamB</key1><ls>Dha1tup._x_,_24<wsid>10.24</wsid></ls><L>181581</L>
<key1>lay</key1><ls>Dha1tup._xiv_,_10<wsid>14.10</wsid></ls><L>181583</L>
<key1>larb</key1><ls>Dha1tup._xi_,_37.<wsid>11.37</wsid></ls><L>181586</L>
<key1>lal</key1><ls>Dha1tup._ix_,_77<wsid>9.77</wsid></ls><L>181587</L>
<key1>laS</key1><ls>Dha1tup._xxxiii_,_55<wsid>33.55</wsid></ls><L>181980</L>
<key1>laz</key1><ls>Dha1tup._xxi_,_23<wsid>21.23</wsid></ls><L>181985</L>
<key1>laz</key1><ls>Dha1tup._xxxiii_,_55<wsid>33.55</wsid></ls><L>181985</L>
<key1>las</key1><ls>Dha1tup._xvii_,_64<wsid>17.64</wsid></ls><L>181992</L>
<key1>las</key1><ls>Dha1tup._xxxiii_55<wsid>33.55</wsid></ls><L>181992</L>
<key1>lA</key1><ls>Dha1tup._xxiv_,_50<wsid>24.50</wsid></ls><L>182054</L>
<key1>lAK</key1><ls>Dha1tup._v_,_9.<wsid>5.9</wsid></ls><L>182095</L>
<key1>lAG</key1><ls>Dha1tup._iv_,_39.<wsid>4.39</wsid></ls><L>182098</L>
<key1>lAj</key1><ls>Dha1tup._vii_,_66.<wsid>7.66</wsid></ls><L>182174</L>
<key1>lAYC</key1><ls>Dha1tup._vii_,_27<wsid>7.27</wsid></ls><L>182184</L>
<key1>lAYj</key1><ls>Dha1tup._vii_,_67.<wsid>7.67</wsid></ls><L>182191</L>
<key1>lAq</key1><ls>Dha1tup._xxxv_,_81<wsid>35.81</wsid></ls><L>182220</L>
<key1>liK</key1><ls>Dha1tup._xxviii_,_72<wsid>28.72</wsid></ls><L>182337</L>
<key1>liNK</key1><ls>Dha1tup._v_,_34.<wsid>5.34</wsid></ls><L>182475</L>
<key1>liNg</key1><ls>Dha1tup._v_,_48<wsid>5.48</wsid></ls><L>182476</L>
<key1>lip</key1><ls>Dha1tup._xxviii_,_139<wsid>28.139</wsid></ls><L>182615</L>
<key1>liS</key1><ls>Dha1tup._xxvi_,_70<wsid>26.70</wsid></ls><L>182704</L>
<key1>lih</key1><ls>Dha1tup._xxiv_,_6<wsid>24.6</wsid></ls><L>182726</L>
<key1>lI</key1><ls>Dha1tup._xxxi_,_31<wsid>31.31</wsid></ls><L>182753</L>
<key1>luYc</key1><ls>Dha1tup._vii_,_5<wsid>7.5</wsid></ls><L>182888</L>
<key1>luw</key1><ls>Dha1tup._xviii_,_8<wsid>18.8</wsid></ls><L>182901</L>
<key1>luw</key1><ls>Dha1tup._ix_,_27<wsid>9.27</wsid></ls><L>182902</L>
<key1>luW</key1><ls>Dha1tup._ix_,_52<wsid>9.52</wsid></ls><L>182907</L>
<key1>luW</key1><ls>Dha1tup._xxviii_,_9<wsid>28.9</wsid></ls><L>182907</L>
<key1>luW</key1><ls>Dha1tup._xxxii_,_27<wsid>32.27</wsid></ls><L>182907</L>
<key1>luW</key1><ls>Dha1tup._xxviii_,_87<wsid>28.87</wsid></ls><L>182908</L>
<key1>luq</key1><ls>Dha1tup._ix_,_27<wsid>9.27</wsid></ls><L>182922</L>
<key1>loqana</key1><ls>Dha1tup._ii_,_4<wsid>2.4</wsid></ls><L>182923</L>
<key1>luRw</key1><ls>Dha1tup._ix_,_42<wsid>9.42</wsid></ls><L>182926</L>
<key1>luRw</key1><ls>Dha1tup._xxxii_,_27<wsid>32.27</wsid></ls><L>182926</L>
<key1>luRW</key1><ls>Dha1tup._ix_,_61<wsid>9.61</wsid></ls><L>182935</L>
<key1>lunT</key1><ls>Dha1tup._iii_,_8.<wsid>3.8</wsid></ls><L>182955</L>
<key1>lup</key1><ls>Dha1tup._xxviii_,_137<wsid>28.137</wsid></ls><L>182956</L>
<key1>lup</key1><ls>Dha1tup._xxvi_,_126<wsid>26.126</wsid></ls><L>182956</L>
<key1>luB</key1><ls>Dha1tup._xviii_,_22<wsid>18.22</wsid></ls><L>183010</L>
<key1>lumb</key1><ls>Dha1tup._xi_,_37<wsid>11.37</wsid></ls><L>183054</L>
<key1>lul</key1><ls>Dha1tup._ix_,_27<wsid>9.27</wsid></ls><L>183058</L>
<key1>luz</key1><ls>Dha1tup._ix_,_42.<wsid>9.42</wsid></ls><L>183120</L>
<key1>luh</key1><ls>Dha1tup._xxvi_,_128.<wsid>26.128</wsid></ls><L>183124</L>
<key1>lU</key1><ls>Dha1tup._xxxi_,_13<wsid>31.13</wsid></ls><L>183125</L>
<key1>lUz</key1><ls>Dha1tup._xvii_,_26<wsid>17.26</wsid></ls><L>183181</L>
<key1>lUz</key1><ls>Dha1tup._xxxii_,_70<wsid>32.70</wsid></ls><L>183181</L>
<key1>lep</key1><ls>Dha1tup._x_,_11.<wsid>10.11</wsid></ls><L>183198</L>
<key1>lER</key1><ls>Dha1tup._xiii_,_15<wsid>13.15</wsid></ls><L>183225</L>
<key1>lok</key1><ls>Dha1tup._iv_,_2<wsid>4.2</wsid></ls><L>183229</L>
<key1>lok</key1><ls>Dha1tup._xxxiii_,_103<wsid>33.103</wsid></ls><L>183229</L>
<key1>loc</key1><ls>Dha1tup._vi_,_3<wsid>6.3</wsid></ls><L>183561</L>
<key1>loc</key1><ls>Dha1tup._xxxiii_,_104<wsid>33.104</wsid></ls><L>183561</L>
<key1>low</key1><ls>Dha1tup._ix_,_74.<wsid>9.74</wsid></ls><L>183604</L>
<key1>lozw</key1><ls>Dha1tup._viii_,_5.<wsid>8.5</wsid></ls><L>183747</L>
<key1>lOq</key1><ls>Dha1tup._ix_,_74<wsid>9.74</wsid></ls><L>184086</L>
<key1>lpI</key1><ls>Dha1tup._xxxi_,_31<wsid>31.31</wsid></ls><L>184149</L>
<key1>lvI</key1><ls>Dha1tup._xxxi_,_32<wsid>31.32</wsid></ls><L>184152</L>
<key1>vak</key1><ls>Dha1tup._iv_,_14<wsid>4.14</wsid></ls><L>184348</L>
<key1>vakk</key1><ls>Dha1tup._iv_,_27<wsid>4.27</wsid></ls><L>184508</L>
<key1>vakz</key1><ls>Dha1tup._xvii_,_11<wsid>17.11</wsid></ls><L>184521</L>
<key1>vaK</key1><ls>Dha1tup._v_,_16.<wsid>5.16</wsid></ls><L>184556</L>
<key1>vaNK</key1><ls>Dha1tup._v_,_17.<wsid>5.17</wsid></ls><L>184576</L>
<key1>vaNg</key1><ls>Dha1tup._v_,_39<wsid>5.39</wsid></ls><L>184580</L>
<key1>vaNG</key1><ls>Dha1tup._iv_,_36.<wsid>4.36</wsid></ls><L>184613</L>
<key1>vac</key1><ls>Dha1tup._xxiv_,_55<wsid>24.55</wsid></ls><L>184615</L>
<key1>vac</key1><ls>Dha1tup._xxxiv_,_35<wsid>34.35</wsid></ls><L>184615</L>
<key1>vaj</key1><ls>Dha1tup._vii_,_78<wsid>7.78</wsid></ls><L>184793</L>
<key1>vaj</key1><ls>Dha1tup._xxxii_,_74<wsid>32.74</wsid></ls><L>184793</L>
<key1>vaYc</key1><ls>Dha1tup._vii_,_7<wsid>7.7</wsid></ls><L>185127</L>
<key1>vaw</key1><ls>Dha1tup._ix_,_13<wsid>9.13</wsid></ls><L>185175</L>
<key1>vaW</key1><ls>Dha1tup._ix_,_46<wsid>9.46</wsid></ls><L>185255</L>
<key1>vaR</key1><ls>Dha1tup._xiii_,_3.<wsid>13.3</wsid></ls><L>185300</L>
<key1>vaRw</key1><ls>Dha1tup._ix_,_43<wsid>9.43</wsid></ls><L>185343</L>
<key1>vaRW</key1><ls>Dha1tup._viii_,_9.<wsid>8.9</wsid></ls><L>185356</L>
<key1>vaRq</key1><ls>Dha1tup._viii_,_18<wsid>8.18</wsid></ls><L>185370</L>
<key1>vad</key1><ls>Dha1tup._xxiii_,_40<wsid>23.40</wsid></ls><L>185521</L>
<key1>vaD</key1><ls>Dha1tup._xxiv_,_2<wsid>24.2</wsid></ls><L>185579</L>
<key1>van</key1><ls>Dha1tup._xix_,_68<wsid>19.68</wsid></ls><L>185710</L>
<key1>vand</key1><ls>Dha1tup._ii_,_10<wsid>2.10</wsid></ls><L>186179</L>
<key1>vap</key1><ls>Dha1tup._xxiii_,_34<wsid>23.34</wsid></ls><L>186291</L>
<key1>vaBr</key1><ls>Dha1tup._xv_,_49.<wsid>15.49</wsid></ls><L>186415</L>
<key1>vam</key1><ls>Dha1tup._xx_,_19<wsid>20.19</wsid></ls><L>186417</L>
<key1>vam</key1><ls>Dha1tup._xix_,_68<wsid>19.68</wsid></ls><L>186417</L>
<key1>varc</key1><ls>Dha1tup._vi_,_1.<wsid>6.1</wsid></ls><L>187248</L>
<key1>varR</key1><ls>Dha1tup._xxxv_,_83<wsid>35.83</wsid></ls><L>187289</L>
<key1>varD</key1><ls>Dha1tup._xxxii_,_111<wsid>32.111</wsid></ls><L>187679</L>
<key1>val</key1><ls>Dha1tup._xiv_,_20<wsid>14.20</wsid></ls><L>188075</L>
<key1>val</key1><ls>Dha1tup._xix_,_58<wsid>19.58</wsid></ls><L>188075</L>
<key1>valk</key1><ls>Dha1tup._xxxii_,_35.<wsid>32.35</wsid></ls><L>188173</L>
<key1>valg</key1><ls>Dha1tup._v_,_35<wsid>5.35</wsid></ls><L>188205</L>
<key1>valB</key1><ls>Dha1tup._x_,_31<wsid>10.31</wsid></ls><L>188244</L>
<key1>valyula</key1><ls>Dha1tup._xxxv_,_29<wsid>35.29</wsid></ls><L>188270</L>
<key1>vall</key1><ls>Dha1tup._xiv_,_21.<wsid>14.21</wsid></ls><L>188271</L>
<key1>valh</key1><ls>Dha1tup._xvi_,_38<wsid>16.38</wsid></ls><L>188380</L>
<key1>valh</key1><ls>Dha1tup._xxxiii_,_97.<wsid>33.97</wsid></ls><L>188380</L>
<key1>vaS</key1><ls>Dha1tup._xxiv_,_71<wsid>24.71</wsid></ls><L>188394</L>
<key1>vaz</key1><ls>Dha1tup._xvii_,_40.<wsid>17.40</wsid></ls><L>188545</L>
<key1>vazk</key1><ls>Dha1tup._iv_,_27<wsid>4.27</wsid></ls><L>188557</L>
<key1>vas</key1><ls>Dha1tup._xxiv_,_13<wsid>24.13</wsid></ls><L>188998</L>
<key1>vas</key1><ls>Dha1tup._xxiii_,_36<wsid>23.36</wsid></ls><L>189096</L>
<key1>vas</key1><ls>Dha1tup._xxxiii_,_70.<wsid>33.70</wsid></ls><L>189186</L>
<key1>vask</key1><ls>Dha1tup._iv_,_27.<wsid>4.27</wsid></ls><L>189201</L>
<key1>vast</key1><ls>Dha1tup._xxxiii_,_10<wsid>33.10</wsid></ls><L>189206</L>
<key1>vah</key1><ls>Dha1tup._xxiii_,_35<wsid>23.35</wsid></ls><L>189238</L>
<key1>vA</key1><ls>Dha1tup._xxiv_,_42<wsid>24.42</wsid></ls><L>189436</L>
<key1>vAtaya</key1><ls>Dha1tup._xxxv_,_30<wsid>35.30</wsid></ls><L>189669</L>
<key1>vANkz</key1><ls>Dha1tup._xvii_,_17.<wsid>17.17</wsid></ls><L>189801</L>
<key1>vAYC</key1><ls>Dha1tup._vii_,_28<wsid>7.28</wsid></ls><L>190461</L>
<key1>vAt</key1><ls>Dha1tup._xxxv_,_30.<wsid>35.30</wsid></ls><L>190607</L>
<key1>vAvft</key1><ls>Dha1tup._xxvi_,_51<wsid>26.51</wsid></ls><L>192244</L>
<key1>vAS</key1><ls>Dha1tup._xxvi_,_54<wsid>26.54</wsid></ls><L>192249</L>
<key1>vAs</key1><ls>Dha1tup._xxxv_,_32<wsid>35.32</wsid></ls><L>192285</L>
<key1>vAh</key1><ls>Dha1tup._xvi_,_44<wsid>16.44</wsid></ls><L>192697</L>
<key1>viklav</key1><ls>Dha1tup._xxxv_,_84.<wsid>35.84</wsid></ls><L>194299</L>
<key1>vic</key1><ls>Dha1tup._xxix_,_5<wsid>29.5</wsid></ls><L>194682</L>
<key1>vic</key1><ls>Dha1tup._xxv_,_12<wsid>25.12</wsid></ls><L>194682</L>
<key1>viC</key1><ls>Dha1tup._xxxiii_,_109<wsid>33.109</wsid></ls><L>194955</L>
<key1>viw</key1><ls>Dha1tup._ix_,_29.<wsid>9.29</wsid></ls><L>195337</L>
<key1>viq</key1><ls>Dha1tup._ix_,_30<wsid>9.30</wsid></ls><L>195395</L>
<key1>viRw</key1><ls>Dha1tup._xxxii_,_116<wsid>32.116</wsid></ls><L>195444</L>
<key1>vitt</key1><ls>Dha1tup._xxxv_,_78<wsid>35.78</wsid></ls><L>195602</L>
<key1>viT</key1><ls>Dha1tup._ii_,_32.<wsid>2.32</wsid></ls><L>195619</L>
<key1>vid</key1><ls>Dha1tup._xxiv_,_56<wsid>24.56</wsid></ls><L>195626</L>
<key1>vid</key1><ls>Dha1tup._xxviii_,_138<wsid>28.138</wsid></ls><L>195939</L>
<key1>vid</key1><ls>Dha1tup._xxix_,_13<wsid>29.13</wsid></ls><L>196016</L>
<key1>vip</key1><ls>Dha1tup._x_,_6<wsid>10.6</wsid></ls><L>197416</L>
<key1>vil</key1><ls>Dha1tup._xxviii_,_66<wsid>28.66</wsid></ls><L>199553</L>
<key1>vilowa</key1><ls>Dha1tup._ix_,_27.<wsid>9.27</wsid></ls><L>199874</L>
<key1>vilowana</key1><ls>Dha1tup._ix_,_27.<wsid>9.27</wsid></ls><L>199876</L>
<key1>viS</key1><ls>Dha1tup._xxviii_,_130<wsid>28.130</wsid></ls><L>200376</L>
<key1>viz</key1><ls>Dha1tup._xvii_,_47<wsid>17.47</wsid></ls><L>201614</L>
<key1>viz</key1><ls>Dha1tup._xxv_,_13<wsid>25.13</wsid></ls><L>201614</L>
